feature,feature_display,neutral_normalized,general_normalized,popular_normalized,engaging_normalized,informative_normalized,controversial_normalized
polarization_score,Content: Polarization Score,0.9224858296926494,-0.9589181738022821,-1.6297368521091251,0.26221443538286415,0.1924910079380936,1.2114637528978
primary_topic,Content: Primary Topic,0.7877951626713582,-0.8295929047762958,-1.43801858618655,-0.6209787013231165,0.9259537241329171,1.1748413054816844
toxicity,Toxicity: Toxicity,0.11493063171110722,-0.8601120046686391,0.5596755713267162,1.59852286038843,-1.5372243667218413,0.12420730796422708
author_political_leaning,Author: Political Leaning,0.795259746759934,-0.7687609654531576,-1.5439778218228497,-0.2950730976343821,0.3305329669916775,1.4820191711587787
avg_word_length,Text: Avg Word Length,0.14465169671163006,-0.11274075989963035,-1.4758017343255367,-0.7182749279241243,1.7648136081312142,0.39735211730644765
sentiment_polarity,Sentiment: Polarity,-0.6837006550328044,1.0980702911640265,0.6653408507962693,-1.2122172175904193,1.1630366171123743,-1.0305298864494454
sentiment_subjectivity,Sentiment: Subjectivity,0.14451133326484902,-0.2861861860168761,1.0261515139998914,0.9555290417030318,-1.977920799338853,0.13791509638795693
has_url,Style: Has URL,-0.2063953261030003,0.741630266805136,-0.801357492150148,-0.8212775480608712,1.8664803390204567,-0.7790802395115719
author_is_minority,Author: Is Minority,0.6404271469668358,-1.3047067874561,-1.293683347448427,0.027559911262158218,0.5468780410294204,1.3835250356461135
author_gender,Author: Gender,-0.6761689047815853,0.31222123355303927,-0.6871035186382962,-1.3658087139108948,1.5143408277667656,0.9025190760109709
has_emoji,Style: Has Emoji,-0.2546640920704632,-1.316375348181948,0.7368908223671576,-1.2333057863300148,1.0106291559761156,1.0568252482391516
has_hashtag,Style: Has Hashtag,0.5776781983190351,0.2785258768846043,-1.460848070081724,-0.42668631205685864,1.6862957188750844,-0.6549654119401401
has_mention,Style: Has Mention,-0.008529237329480242,1.0496050283083407,-0.9748472841463811,-1.5380022124900028,0.2361771454504389,1.2355965602070882
